"mass_id","sn","dt","mg","note"
"164","58","2023-08-15 12:00:00","3436",
"165","162","2023-08-15 12:00:00","5339",
"166","71","2023-08-15 12:00:00","5472",
"167","119","2023-08-15 12:00:00","3128",
"168","128","2023-08-15 12:00:00","3422",
"169","207","2023-08-15 12:00:00","3117",
"170","114","2023-08-15 12:00:00","4164",
"171","121","2023-08-15 12:00:00","2735",
"172","127","2023-08-15 12:00:00","5584",
"173","204","2023-08-15 12:00:00","2774",
"174","205","2023-08-15 12:00:00","4253",
"175","41","2023-08-15 12:00:00","3505",
"176","62","2023-08-15 12:00:00","3426",
"177","92","2023-08-15 12:00:00","4277",
"178","169","2023-08-15 12:00:00","3080",
"179","134","2023-08-15 12:00:00","3716",
"180","59","2023-08-15 12:00:00","2905",
"181","193","2023-08-15 12:00:00","4602",
"182","166","2023-08-15 12:00:00","5461",
"183","192","2023-08-15 12:00:00","4917",
"184","124","2023-08-15 12:00:00","3162",
"185","150","2023-08-15 12:00:00","3137",
"186","186","2023-08-15 12:00:00","4156",
"187","181","2023-08-15 12:00:00","4935",
"188","195","2023-08-15 12:00:00","4439",
"189","206","2023-08-15 12:00:00","4613",
"190","214","2023-08-15 12:00:00","5602",
"191","171","2023-08-15 12:00:00","4115",
"192","54","2023-08-15 12:01:00","3686",
"193","180","2023-08-15 12:01:00","4884",
"194","136","2023-08-15 12:01:00","4603",
"195","129","2023-08-15 12:01:00","3495",
"196","42","2023-08-15 12:01:00","4686",
"197","22","2023-08-15 12:01:00","3548",
"198","18","2023-08-15 12:01:00","4585",
"199","83","2023-08-15 12:01:00","3832",
"200","173","2023-08-15 12:01:00","3727",
"201","31","2023-08-15 12:01:00","4774",
"202","120","2023-08-15 12:01:00","2980",
"203","105","2023-08-15 12:01:00","5348",
"204","151","2023-08-15 12:01:00","4215",
"205","147","2023-08-15 12:01:00","3097",
"206","149","2023-08-15 12:01:00","4515",
"207","126","2023-08-15 12:01:00","3249",
"208","144","2023-08-15 12:01:00","3034",
"209","86","2023-08-15 12:01:00","5696",
"210","202","2023-08-15 12:01:00","4132",
"211","200","2023-08-15 12:01:00","5594",
"212","19","2023-08-15 12:01:00","2016",
"213","110","2023-08-15 12:01:00","3566",
"214","58","2023-08-15 12:01:00","3529",
"215","162","2023-08-15 12:01:00","5423",
"216","71","2023-08-15 12:01:00","5552",
"217","119","2023-08-15 12:01:00","3207",
"218","128","2023-08-15 12:01:00","3500",
"219","207","2023-08-15 12:01:00","3195",
"220","114","2023-08-15 12:01:00","4241",
"221","121","2023-08-15 12:01:00","2807",
"222","127","2023-08-15 12:01:00","5653",
"223","204","2023-08-15 12:01:00","2842",
"224","205","2023-08-15 12:01:00","4318",
"225","41","2023-08-15 12:01:00","3557",
"226","62","2023-08-15 12:01:00","3478",
"227","92","2023-08-15 12:01:00","4327",
"228","169","2023-08-15 12:01:00","3120",
"229","134","2023-08-15 12:01:00","3751",
"230","59","2023-08-15 12:01:00","2939",
"231","193","2023-08-15 12:01:00","4635",
"232","166","2023-08-15 12:01:00","5492",
"233","192","2023-08-15 12:01:00","4945",
"234","124","2023-08-15 12:01:00","3190",
"235","150","2023-08-15 12:01:00","3162",
"236","186","2023-08-15 12:01:00","4179",
"237","181","2023-08-15 12:01:00","4948",
"238","195","2023-08-15 12:01:00","4452",
"239","206","2023-08-15 12:01:00","4613",
"240","214","2023-08-15 12:01:00","5597",
"241","171","2023-08-15 12:01:00","4109",
"244","2","2023-08-24 12:00:00","3002",
"245","4","2023-08-24 12:00:00","5610",
"246","7","2023-08-24 12:00:00","5912",
"247","11","2023-08-24 12:00:00","4747",
"248","36","2023-08-24 12:00:00","3255",
"249","40","2023-08-24 12:00:00","3611",
"250","65","2023-08-24 12:00:00","3585",
"251","66","2023-08-24 12:00:00","4276",
"252","67","2023-08-24 12:00:00","3310",
"253","75","2023-08-24 12:00:00","3889",
"254","81","2023-08-24 12:00:00","2689",
"255","91","2023-08-24 12:00:00","3513",
"256","95","2023-08-24 12:00:00","3006",
"257","96","2023-08-24 12:00:00","3533",
"258","101","2023-08-24 12:00:00","3893",
"259","104","2023-08-24 12:00:00","4990",
"260","106","2023-08-24 12:00:00","4450",
"261","107","2023-08-24 12:00:00","4911",
"262","109","2023-08-24 12:00:00","3154",
"263","111","2023-08-24 12:00:00","3564",
"264","116","2023-08-24 12:00:00","3701",
"265","123","2023-08-24 12:00:00","3777",
"266","135","2023-08-24 12:00:00","3434",
"267","138","2023-08-24 12:00:00","2898",
"268","143","2023-08-24 12:00:00","4484",
"269","152","2023-08-24 12:00:00","3259",
"270","153","2023-08-24 12:00:00","2787",
"271","154","2023-08-24 12:00:00","3571",
"272","158","2023-08-24 12:00:00","4729",
"273","159","2023-08-24 12:00:00","3190",
"274","164","2023-08-24 12:00:00","5442",
"275","170","2023-08-24 12:00:00","3290",
"276","175","2023-08-24 12:00:00","5259",
"277","177","2023-08-24 12:00:00","3217",
"278","183","2023-08-24 12:00:00","4987",
"279","184","2023-08-24 12:00:00","3155",
"280","185","2023-08-24 12:00:00","4210",
"281","188","2023-08-24 12:00:00","2744",
"282","189","2023-08-24 12:00:00","3366",
"283","191","2023-08-24 12:00:00","3450",
"284","196","2023-08-24 12:00:00","4840",
"285","197","2023-08-24 12:00:00","5467",
"286","203","2023-08-24 12:00:00","2173",
"287","208","2023-08-24 12:00:00","4167",
"288","209","2023-08-24 12:00:00","3566",
"289","211","2023-08-24 12:00:00","3648",
"290","212","2023-08-24 12:00:00","4281",
"291","216","2023-08-24 12:00:00","3842",
"292","263","2023-08-24 12:00:00","5173",
"293","273","2023-08-24 12:00:00","2651",
"294","2","2023-08-24 12:01:00","3096",
"295","4","2023-08-24 12:01:00","5785",
"296","7","2023-08-24 12:01:00","5988",
"297","11","2023-08-24 12:01:00","4813",
"298","36","2023-08-24 12:01:00","3366",
"299","40","2023-08-24 12:01:00","3682",
"300","65","2023-08-24 12:01:00","3629",
"301","66","2023-08-24 12:01:00","4311",
"302","67","2023-08-24 12:01:00","3391",
"303","75","2023-08-24 12:01:00","4085",
"304","81","2023-08-24 12:01:00","2814",
"305","91","2023-08-24 12:01:00","3540",
"306","95","2023-08-24 12:01:00","3096",
"307","96","2023-08-24 12:01:00","3558",
"308","101","2023-08-24 12:01:00","3927",
"309","104","2023-08-24 12:01:00","5071",
"310","106","2023-08-24 12:01:00","4558",
"311","107","2023-08-24 12:01:00","4932",
"312","109","2023-08-24 12:01:00","3318",
"313","111","2023-08-24 12:01:00","3591",
"314","116","2023-08-24 12:01:00","3878",
"315","123","2023-08-24 12:01:00","3844",
"316","135","2023-08-24 12:01:00","4360",
"317","138","2023-08-24 12:01:00","2948",
"318","143","2023-08-24 12:01:00","4501",
"319","152","2023-08-24 12:01:00","3380",
"320","153","2023-08-24 12:01:00","2840",
"321","154","2023-08-24 12:01:00","3652",
"322","158","2023-08-24 12:01:00","4802",
"323","159","2023-08-24 12:01:00","3253",
"324","164","2023-08-24 12:01:00","5550",
"325","170","2023-08-24 12:01:00","3423",
"326","175","2023-08-24 12:01:00","5315",
"327","177","2023-08-24 12:01:00","3248",
"328","183","2023-08-24 12:01:00","5017",
"329","184","2023-08-24 12:01:00","3281",
"330","185","2023-08-24 12:01:00","4304",
"331","188","2023-08-24 12:01:00","2843",
"332","189","2023-08-24 12:01:00","3447",
"333","191","2023-08-24 12:01:00","3546",
"334","196","2023-08-24 12:01:00","4852",
"335","197","2023-08-24 12:01:00","5527",
"336","203","2023-08-24 12:01:00","2254",
"337","208","2023-08-24 12:01:00","4171",
"338","209","2023-08-24 12:01:00","3567",
"339","211","2023-08-24 12:01:00","3731",
"340","212","2023-08-24 12:01:00","4349",
"341","216","2023-08-24 12:01:00","3883",
"342","263","2023-08-24 12:01:00","5200",
"343","273","2023-08-24 12:01:00","2827",
"344","1","2023-07-27 16:25:12","3322",
"345","2","2023-07-27 16:26:38","3606",
"346","6","2023-07-27 15:54:59","3716",
"347","7","2023-07-27 15:56:36","6394",
"348","9","2023-07-27 15:58:58","4326",
"349","11","2023-07-27 15:43:05","7445",
"350","12","2023-07-27 16:19:17","4850",
"351","13","2023-07-27 16:25:54","4325",
